B_COUNTRY: ISO 3166-1 numeric country code,A_YEAR: Year of survey,J_INTDATE: Date of interview,K_DURATION: Total length of interview [minutes],Q_MODE: Mode of data collection,N_REGION_ISO: Region ISO 3166-2,G_TOWNSIZE: Settlement size_8 groups,H_SETTLEMENT: Settlement type,H_URBRURAL: Urban-Rural,S_INTLANGUAGE: Language in which interview was conducted,E_RESPINT: Respondent interested during the interview,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q75: Confidence: Universities,Q76: Confidence: Elections,Q77: Confidence: Major Companies,Q78: Confidence: Banks,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women´s Movement,Q81: Confidence: Charitable or humanitarian organizations,Q82: Confidence: Major regional organization (combined from country-specific),Q82_NAFTA: Confidence: The North American Free Trade Agreement (NAFTA),Q83: Confidence: The United Nations (UN),Q84: Confidence: International Monetary Found (IMF),Q85: Confidence: International Criminal Court (ICC),Q86: Confidence: North Atlantic Treaty Organization (NATO),Q87: Confidence: The World Bank (WB),Q88: Confidence: The World Health Organization (WHO),Q89: Confidence: The World Trade Organization (WTO)
United States,2017,2017 May,66 to 85 minutes,Computer-Assisted Web Interviewing (CAWI),US-TX Texas,"500,000 and more",District center,Urban,Spanish; Castilian,Respondent was very interested,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,Quite a lot,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,None at all,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,None at all,Not very much
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,Spanish; Castilian,Respondent was not interested,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-CA California,"500,000 and more",District center,Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust completely,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,None at all,None at all,None at all,No answer,Not very much,Not very much,None at all,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Not very much
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-OH Ohio,"500,000 and more",Regional center,Urban,English,Respondent was not interested,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 April,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-AZ Arizona,"500,000 and more",District center,Urban,English,Respondent was somewhat interested,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,A great deal,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,None at all,None at all,Not very much,Quite a lot,None at all,Not very much,Not very much,A great deal,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-CA California,"50,000-100,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Trust completely,None at all,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,None at all,None at all,None at all,Not very much,Not very much,None at all,Not very much,None at all,A great deal,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,None at all,A great deal,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-CA California,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,None at all,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,No answer,No answer,No answer,Not very much,Quite a lot,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-MA Massachusetts,"50,000-100,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,A great deal,None at all,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-SC South Carolina,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,Not very much,None at all,None at all,Not very much,Quite a lot,Not very much,None at all,None at all,None at all,Not very much,Quite a lot,None at all,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,66 to 85 minutes,Computer-Assisted Web Interviewing (CAWI),US-AZ Arizona,"500,000 and more",District center,Urban,English,Respondent was somewhat interested,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Not very much,None at all,Not very much,None at all,Not very much,Not very much,None at all,None at all,None at all,None at all,Not very much,None at all,Not very much,Not very much,Not very much,Not very much,Quite a lot,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,Not very much,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-IL Illinois,"500,000 and more",District center,Urban,English,Respondent was somewhat interested,Do not trust very much,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,None at all,None at all,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,None at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,86 to 120 minutes,Computer-Assisted Web Interviewing (CAWI),US-NC North Carolina,"500,000 and more",District center,Urban,Spanish; Castilian,Respondent was somewhat interested,Trust completely,Trust completely,Trust completely,Do not trust at all,No answer,Trust somewhat,Quite a lot,Not very much,Quite a lot,Not very much,None at all,Quite a lot,Quite a lot,None at all,None at all,Not very much,No answer,No answer,Quite a lot,None at all,Not very much,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,No answer,No answer,No answer,No answer,No answer,No answer
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-AZ Arizona,"500,000 and more",Regional center,Urban,English,Respondent was very interested,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Trust completely,Trust somewhat,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,Spanish; Castilian,Respondent was very interested,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-CA California,"500,000 and more",District center,Urban,English,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Trust somewhat,None at all,None at all,Quite a lot,Not very much,None at all,Not very much,Not very much,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,None at all,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-NY New York,"50,000-100,000",Regional center,Urban,English,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Not very much,A great deal,None at all,Not very much,Not very much,Quite a lot,A great deal,Not very much,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot
United States,2017,2017 May,66 to 85 minutes,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,A great deal,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-NJ New Jersey,"100,000-500,000",District center,Urban,English,Respondent was somewhat interested,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Do not trust very much,Do not trust very much,Quite a lot,Not very much,None at all,None at all,Not very much,Not very much,Not very much,None at all,None at all,None at all,None at all,Quite a lot,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much
United States,2017,2017 April,66 to 85 minutes,Computer-Assisted Web Interviewing (CAWI),US-AZ Arizona,"500,000 and more",District center,Urban,English,Respondent was very interested,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust completely,Trust completely,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,None at all,Not very much,None at all,Quite a lot,A great deal,Quite a lot,Not very much,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,Quite a lot
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-CA California,"50,000-100,000","Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,Quite a lot,Not very much,Not very much,Quite a lot,A great deal,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,A great deal,Not very much,Not very much,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-IL Illinois,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust somewhat,Do not trust at all,Trust somewhat,Do not trust at all,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-GA Georgia,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,Spanish; Castilian,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,None at all,Not very much,Not very much,None at all,None at all,None at all,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-NY New York,"100,000-500,000",District center,Urban,English,Respondent was somewhat interested,Trust somewhat,Trust somewhat,Trust completely,Trust somewhat,Trust completely,Trust completely,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,None at all,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,A great deal,A great deal,Quite a lot,Not very much,Not very much,Not very much,None at all,A great deal,Quite a lot,None at all,A great deal,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-CA California,"50,000-100,000","Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,None at all,Not very much,Quite a lot,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-CA California,"50,000-100,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,"100,000-500,000",District center,Urban,Spanish; Castilian,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-MO Missouri,"20,000-50,000","Another city, town (not a regional or district center)",Rural,English,Respondent was very interested,Trust somewhat,Do not trust at all,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust very much,None at all,Quite a lot,Quite a lot,Not very much,Quite a lot,None at all,None at all,None at all,Not very much,None at all,Quite a lot,None at all,Not very much,None at all,None at all,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Telephone Interviewing (CATI),US-MA Massachusetts,"100,000-500,000",District center,Urban,Spanish; Castilian,Respondent was very interested,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,Not very much,Not very much,Not very much,A great deal,Not very much,None at all,Not very much,Quite a lot,Don´t know,A great deal,Not very much,Not very much,A great deal,A great deal,A great deal,A great deal,Don´t know,Don´t know,A great deal,A great deal,Quite a lot,Not very much,A great deal,A great deal,A great deal
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-LA Louisiana,"100,000-500,000",District center,Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,None at all,Quite a lot,Not very much,Not very much,Not very much,None at all,None at all,Not very much,Not very much,Quite a lot,Not very much,Not very much,None at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-TX Texas,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Do not trust very much,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust very much,Do not trust at all,Quite a lot,Quite a lot,None at all,Quite a lot,None at all,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-CA California,"100,000-500,000",District center,Urban,English,Respondent was very interested,Do not trust very much,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,None at all,Not very much,Not very much,None at all,Not very much,Quite a lot,Quite a lot,None at all,None at all,None at all,Not very much,Quite a lot,Not very much,None at all,None at all,Quite a lot,Not very much,Quite a lot,None at all,None at all,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-NE Nebraska,"100,000-500,000",Regional center,Urban,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Not very much,A great deal,None at all,Quite a lot,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,Quite a lot,Not very much,Not very much,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Not very much,Not very much,Quite a lot,A great deal,A great deal
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,"500,000 and more",District center,Urban,Spanish; Castilian,Respondent was very interested,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,Not very much,None at all,None at all,A great deal,None at all,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,Quite a lot,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Telephone Interviewing (CATI),US-CA California,"20,000-50,000","Another city, town (not a regional or district center)",Urban,Spanish; Castilian,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Don´t know,Don´t know,A great deal,Quite a lot
United States,2017,2017 April,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-CA California,"500,000 and more",District center,Urban,English,Respondent was very interested,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,Quite a lot,Not very much,Quite a lot,None at all,None at all,Quite a lot,Not very much,Quite a lot,Quite a lot,None at all,None at all,Quite a lot,Not very much,Not very much,Not very much,No answer,No answer,No answer
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-OH Ohio,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Trust somewhat,No answer,Do not trust at all,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Web Interviewing (CAWI),US-CA California,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,None at all,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot
United States,2017,2017 May,66 to 85 minutes,Computer-Assisted Web Interviewing (CAWI),US-NM New Mexico,"500,000 and more",District center,Urban,English,Respondent was somewhat interested,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,A great deal,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-MI Michigan,No answer; Missing;US:Suburbs,Village,Rural,English,Respondent was not interested,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,No answer,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-MA Massachusetts,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,46 to 65 minutes,Computer-Assisted Telephone Interviewing (CATI),US-CA California,"20,000-50,000","Another city, town (not a regional or district center)",Urban,English,Respondent was somewhat interested,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Trust somewhat,Trust completely,None at all,None at all,None at all,Not very much,Quite a lot,A great deal,A great deal,Not very much,Not very much,Quite a lot,Not very much,Not very much,None at all,Not very much,Quite a lot,A great deal,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-TX Texas,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,A great deal,Not very much,Not very much,None at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,Not very much
United States,2017,2017 May,Up to 45 minutes,Computer-Assisted Web Interviewing (CAWI),US-CO Colorado,"100,000-500,000",District center,Urban,English,Respondent was very interested,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,None at all,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,None at all,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,None at all,None at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-FL Florida,No answer; Missing;US:Suburbs,"Another city, town (not a regional or district center)",Urban,English,Respondent was very interested,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,None at all,Not very much,Not very much,Not very much,Quite a lot,Not very much,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,None at all,None at all,Not very much,None at all,Quite a lot,Not very much
United States,2017,2017 May,More than 2 hours/several days,Computer-Assisted Web Interviewing (CAWI),US-TX Texas,"20,000-50,000","Another city, town (not a regional or district center)",Rural,English,Respondent was very interested,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust at all,Quite a lot,A great deal,Not very much,Not very much,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot
